"id","index","type","score","date","speaker","party","function","role","paragraphs_count","house","highlight text"
"nl.proc.ob.d.h-tk-20122013-70-4.1.12.12","nl.proc","speech",0.04594596,"2013-04-03","Bisschop","SGP","De heer","mp",4,"commons","Ja, doordat de <em>verbinding</em> tussen de huurverhogingen en de verhuurderheffing wel degelijk is gemaakt. In de interruptiedebatjes en betogen is dit al een en ander maal duidelijk gemaakt. Die <em>verbinding</em> is heel duidelijk. Daardoor kun je dit aspect van de sociale huurwoningmarkt hopelijk in beweging krijgen. Het zal duidelijk zijn dat de SGP het"
"nl.proc.ob.d.h-tk-20122013-97-6.1.21.1","nl.proc","speech",0.045440424,"2013-06-19","Van Veldhoven","D66","Mevrouw","mp",22,"commons"," de beraadslaging, constaterende dat er wordt gewerkt aan een structurele oplossing voor het vervoer over de hogesnelheidslijn; overwegende dat dit voorstel zal worden getoetst op kwaliteit voor de reiziger op het gebied van rijtijden, <em>verbindingen</em>, frequenties en tariefstelling; overwegende dat wanneer men dit gaat toetsen, ook helder moet zijn"
"nl.proc.ob.d.h-tk-20122013-97-6.1.4.16","nl.proc","speech",0.045198202,"2013-06-19","Van Tongeren","GroenLinks","Mevrouw","mp",1,"commons","Het loopt vanaf 2001. GroenLinks is in het begin voorstander geweest van een snelle <em>verbinding</em>. Daarna zijn wij continu kritisch geweest over de wijze waarop een en ander is uitgevoerd. Als u dat wilt, wil ik nog wel wat oude dossiers van GroenLinks met u delen. Dan kunt u zien dat wij het heel goed vinden om snelle <em>verbindingen</em> in Europa te"
"nl.proc.ob.d.h-tk-20102011-58-5.1.11.1","nl.proc","speech",0.044983886,"2011-03-09","Albayrak","PvdA","Mevrouw","mp",7,"commons"," deze uitspraak. Wij praten over plannen die de concurrentiekracht moeten verstevigen. Waarom gaan die niet uit van een socialer, eerlijker en duurzamer Europa? Waarom worden die agenda's niet met elkaar <em>verbonden</em>? Ik vraag de minister-president om morgen in de tekst duidelijker te krijgen dat er geen bevoegdheden van nationale lidstaten"
"nl.proc.ob.d.h-tk-20112012-60-10.1.12.1","nl.proc","speech",0.042974558,"2012-03-07","Heijnen","PvdA","De heer","mp",4,"commons"," nergens anders, in de openbaarheid en transparant wordt afgelegd. In de huidige werkelijkheid van media en politiek is het \"bij het staatshoofd laten\" kwetsbaar gebleken. De Partij van de Arbeid heeft niet voor niets een, naar mijn mening, goed rapport geschreven. Ik zat in de desbetreffende commissie. <em>Verbind</em> het koningschap en de republiek en"
"nl.proc.ob.d.h-tk-20092010-1184-1223.1.8.24","nl.proc","speech",0.042974558,"2009-10-27","Blanksma-van den Heuvel","CDA","Mevrouw","mp",2,"commons"," uiteindelijke besluiten. Als een gemeente naar aanleiding van deze wetswijziging besluit om voortaan winkels op zondag te sluiten, wat voor consequenties kan dat dan hebben voor die gemeente en voor de overheid daarvan? Hieraan <em>verbind</em> ik de vraag, die eveneens door de VNG naar voren is gebracht, naar de mogelijkheid van eventuele financiële claims. Hoe"
"nl.proc.ob.d.h-tk-20102011-51-8.1.6.36","nl.proc","speech",0.042848643,"2011-02-10","Van der Staaij","SGP","De heer","mp",1,"commons","Aan de ene kant is dit casuïstiek – dat begrijp ik – maar aan de andere kant hebben wij in de afgelopen jaren telkens gezien dat, zodra je iets aan vergunningen onderhevig maakt en er allerlei voorschriften aan <em>verbindt</em>, de neiging bestaat om te zoeken naar de mazen in de wet om daarbuiten te blijven. Daarom zijn dat wel heel relevante vragen"
"nl.proc.ob.d.h-tk-20062007-5260-5319.1.16.1","nl.proc","speech",0.042841643,"2007-09-06","Wilders","PVV","De heer","mp",9,"commons","Mevrouw de voorzitter. Ik houd het kort, maar wil toch zeggen dat het vooral zalvende betoog van de regering voor mijn fractie getuigt van een enorme naïviteit. Als wij allemaal lief zijn voor elkaar, <em>verbindingen</em> leggen, buurten opknappen en voldoende stageplekken realiseren, komt het allemaal wel goed in Nederland. Op de planeet aarde, en dus"
"nl.proc.ob.d.h-tk-20122013-58-13.1.13.1","nl.proc","speech",0.042841643,"2013-03-06","Van Veldhoven","D66","Mevrouw","mp",4,"commons"," dat voor de kust van Noord-Nederland twee windmolenparken worden gebouwd, eigenlijk vlak naast elkaar, maar dat twee aparte <em>verbindingen</em> met de respectievelijke lidstaten moeten worden aangelegd. Anders ontstaat namelijk een knelpunt met het toerekenen aan het aandeel hernieuwbare energie van elk van de lidstaten. De richtlijn biedt natuurlijk"
"nl.proc.ob.d.h-tk-20092010-72-6122.1.7.2","nl.proc","speech",0.042841643,"2010-04-06","Teeven","VVD","De heer","mp",2,"commons",", moet het toch simpel zijn om te achterhalen – al was het maar bij de Rijksrecherche zelf – of dat rapport bestaat, of de minister dat kan krijgen en of hij dat ook aan de Kamer ter inzage kan geven. Wij moeten geen misverstand laten bestaan over de integriteit van de rechterlijke macht en mogelijke <em>verbindingen</em>. Misschien kan de minister met de"
"nl.proc.ob.d.h-tk-20102011-54-6.1.11.27","nl.proc","speech",0.042841643,"2011-02-17","Lodders","VVD","Mevrouw","mp",4,"commons"," staatssecretaris heeft aangegeven het proces van herijken in een periode van vier maanden af te ronden. Kan hij aangeven wanneer het eindproduct gereed is? Over de robuuste <em>verbindingen</em> en de RodS kan de VVD kort zijn: deze kunnen wat ons betreft worden geschrapt. Daarmee wordt niet gezegd dat er geen recreatie om de stad meer aangelegd kan worden. Het lijkt ons ook een verantwoordelijkheid van de provincies en de gemeenten om dit te betrekken bij de uitbreidingsplannen van deze gebieden."
"nl.proc.ob.d.h-tk-20132014-20-11.1.7.6","nl.proc","speech",0.042841643,"2013-11-06","Jacobi","PvdA","Mevrouw","mp",3,"commons"," zetten voor het netwerk. We moeten zorgen dat de <em>verbindingen</em> terugkomen. Of ze dan linksom of rechtsom gaan, maakt weinig uit. De kwaliteit staat voorop. Dat vinden wij belangrijk. Als we er geen vertrouwen meer in zouden hebben ... Ik moet dit in het kort doen, anders sta ik hier echt een halfuur te praten."
"nl.proc.ob.d.h-tk-20052006-6169-6194.1.4.6","nl.proc","speech",0.042841643,"2006-08-30","Dijksma","PvdA","Mevrouw","mp",2,"commons",". Dit lijkt mij voor het bedrijf NS ook heel verstandig. Laten wij dus ophouden met formalisme en laten wij kijken naar wat er ligt en nagaan voor wie het werkelijk iets oplevert. De afspraak om met name de internationale <em>verbindingen</em> goed te realiseren, kan echt geen soort concept zijn waaraan iedereen zich kan vastklampen met de woorden dat daardoor"
"nl.proc.ob.d.h-tk-20062007-5073-5078.1.5.1","nl.proc","speech",0.042841643,"2007-07-05","Duyvendak","GroenLinks","De heer","mp",12,"commons"," Zuiderzeelijngelden voor het traject Schiphol-Almere is gereserveerd; constaterende dat er tot nu toe geen integrale studie is gemaakt waarin onderzocht wordt wat de effecten zijn op bereikbaarheid en milieu wanneer alle beschikbare middelen worden aangewend voor het verbeteren en het vernieuwen van ov-<em>verbindingen</em>; overwegende dat het uitgangspunt moet"
"nl.proc.ob.d.h-tk-20062007-2634-2731.1.5.70","nl.proc","speech",0.042841643,"2007-03-01","Van Geel","CDA","De heer","mp",2,"commons"," behouden en behalen onze doelen. Mevrouw de voorzitter. Het gaat niet alleen om wegen – ik heb een aantal voorbeelden in regio's genoemd – maar het gaat ook om uitbreiding van de spoorcapaciteit. Daar heb ik het zo-even in het interruptiedebat met mevrouw Halsema al over gehad. Wij denken vooral aan de hoogfrequente, hoogwaardige <em>verbindingen</em>"
"nl.proc.ob.d.h-tk-20102011-105-14.1.9.1","nl.proc","speech",0.042841643,"2011-09-13","De Mos","PVV","De heer","mp",12,"commons","Voorzitter. Ik heb een drietal moties. Motie De Kamer, gehoord de beraadslaging, constaterende dat de Recreatie om de Stad (RodS) is afgeschaft, de robuuste <em>verbindingen</em> zijn geschrapt en in het kader van een herijking van de ecologische hoofdstructuur (ehs) wordt ingezet op het versterken van de huidige natuurgebieden; overwegende dat de Staat in"
"nl.proc.ob.d.h-tk-20052006-3379-3386.1.6.4","nl.proc","speech",0.042841643,"2006-02-16","Douma","PvdA","De heer","mp",13,"commons","Precies. De Kamer, gehoord de beraadslaging, constaterende dat er een wisselwerking is tussen cultuur en economie en dat het juist is dat deze een impuls krijgt; constaterende dat het kabinet 8 mln. beschikbaar heeft gesteld voor de Creative Challenge Call, die is bedoeld als eerste aanzet om de door het kabinet gewenste <em>verbindingen</em> en dynamiek"
"nl.proc.ob.d.h-tk-20082009-4485-4504.1.6.15","nl.proc","speech",0.042841643,"2009-02-18","Gerkens","SP","Mevrouw","mp",2,"commons"," standaarden zijn niet hetzelfde. De gegevens worden vervolgens dan maar via een Word-file via e-mail verzonden. Dat is niet veilig en daarom vind ik dat ook voor dat soort systemen verplichte standaarden moeten gelden zodat er altijd gegevens worden uitgewisseld via beveiligde systemen en <em>verbindingen</em>. Mevrouw Vermeij stelt de schuldvraag. Ik denk dat"
"nl.proc.ob.d.h-tk-20142015-57-9.1.7.1","nl.proc","speech",0.042841643,"2015-02-26","Graus","PVV","De heer","mp",17,"commons","Voorzitter. Ik dien de volgende moties in.  Motie De Kamer,  gehoord de beraadslaging,  constaterende dat het Landelijk Expertisecentrum Dierenwelzijn (LED) niets dan successen heeft geboekt en diverse criminele verbanden heeft blootgelegd en zorgde voor de landelijke kennis en <em>verbindingen</em> inzake de in Nederland opererende paardenbeul(en) en"
"nl.proc.ob.d.h-tk-20082009-29-79.1.6.99","nl.proc","speech",0.040610876,"2008-09-17","Hamer","PvdA","Mevrouw","mp",3,"commons","Allereerst willen wij dat de wijkverpleegkundige in 2009 weer terug is in de buurt, dicht bij de mensen, makkelijk aanspreekbaar. Iemand met extra oog voor mensen die eenzaam zijn, voor mensen die verslonzen, voor mensen die hulp nodig hebben. Die wijkverpleegkundige is ook de <em>verbinding</em> met de huisarts, de thuiszorg of anderen. Een tweede"
"nl.proc.ob.d.h-tk-20072008-3902-3914.1.7.1","nl.proc","speech",0.040610876,"2008-02-14","Vos","PvdA","Mevrouw","mp",2,"commons"," stukken over de contra-expertise kan ik niet concluderen dat dit kabinet niet zijn best heeft gedaan om tot open standaarden te komen en om de nota Nederland Open in <em>Verbinding</em> uit te voeren. Ik vind het goed dat wij dit debat voeren. De inzet van mijn fractie zal vooral zijn om gegeven wat er is gebeurd en gezegd en de verbeteringen die eventueel nog kunnen worden aangebracht, dat proces richting open standaarden en eigenlijk de motie-Vendrik toch te versnellen. Ik heb daartoe ook twee moties opgesteld."
"nl.proc.ob.d.h-tk-20072008-3902-3914.1.7.17","nl.proc","speech",0.040610876,"2008-02-14","Vos","PvdA","Mevrouw","mp",8,"commons"," verwoord in de nota Nederland Open in <em>Verbinding</em> nadrukkelijker kunnen worden geborgd door meer knock-outeisen over open standaarden te stellen; verzoekt de regering om in de lijst van eisen en wensen waaraan de bieding moet voldoen, meer wensen ten aanzien van open standaarden oplossingen om te zetten naar eisen, en gaat over tot de orde van de dag. Deze motie is voorgesteld door het lid Vos. Naar mij blijkt, wordt de indiening ervan voldoende ondersteund. Zij krijgt nr. 115 ( 26643 )."
"nl.proc.ob.d.h-tk-20122013-26-8.1.11.1","nl.proc","speech",0.040610876,"2012-11-22","Bashir","SP","De heer","mp",10,"commons","-Brabant en Zeeland geconfronteerd worden met een slechtere <em>verbinding</em> naar België; verzoekt de regering om de mogelijkheid om de intercity Roosendaal-Antwerpen op te starten te inventariseren en daarbij de verwachte reizigersaantallen in kaart te brengen, en de Kamer hierover binnen twee weken te informeren, en gaat over tot de orde van de dag. Deze motie is voorgesteld door de leden Bashir en Dik-Faber. Naar mij blijkt, wordt de indiening ervan voldoende ondersteund. Zij krijgt nr. 22 (33400-XII) ."
"nl.proc.ob.d.h-tk-20112012-55-13.1.29.1","nl.proc","speech",0.040610876,"2012-02-16","Jacobi","PvdA","Mevrouw","mp",11,"commons"," ecologische hoofdstructuur; constaterende dat het Rijk geen uitvoering meer wil geven aan de robuuste <em>verbinding</em>, het OostvaardersWold; constaterende het belang van een oplossing om uit de \"impasse van het OostvaardersWold\" te komen; verzoekt de regering, na een termijn van drie weken haar medewerking te verlenen aan een mediation met bindend advies, zodat"
"nl.proc.ob.d.h-tk-20122013-39-3.1.3.3","nl.proc","speech",0.040610876,"2013-01-15","Oskam","CDA","De heer","mp",7,"commons","Dat vind ik aardig. Klopt het dat Brandpunt beschikt over een rapport van de inspectie waarover de Kamer nog niet beschikt? Wat is de reactie van de minister op de uitzending van Brandpunt? Hoe kan het dat, als belangrijke glasvezelverbindingen niet werken, er uren overheen gaan voordat dit wordt opgemerkt? Één <em>verbinding</em> bleek zelfs al drie weken"
"nl.proc.ob.d.h-tk-20052006-5203-5248.1.5.18","nl.proc","speech",0.040610876,"2006-06-01","Duyvendak","GroenLinks","De heer","mp",2,"commons","U pleit voor het goed beoordelen van het hst-alternatief. Betekent dit dat u niets meer ziet in de verschillende varianten voor het opwaarderen van de Hanzelijn? Is dat afgeschreven voor de CDA-fractie? Ik zou dat zeer spijtig vinden en het lijkt mij ook te vroeg. U zegt dat de 2,73 mld. gereserveerd moeten blijven voor de snelle <em>verbinding</em>. Ik"
"nl.proc.ob.d.h-tk-20052006-5203-5248.1.16.17","nl.proc","speech",0.040610876,"2006-06-01","Gerkens","SP","Mevrouw","mp",2,"commons"," hebt, dan heb je wel degelijk een verlenging van het kernnet. De minister zegt echter steeds dat deze lijn niet uit kan. Zij gooit alles op één hoop en zegt dat het helemaal niet uit kan, welke <em>verbinding</em> er ook komt. Zij zegt dat het niet uit kan vanwege deze berekening. Ik vraag vervolgens aan de minister wat de maatstaf is. Gaan wij dan, zoals de heer Hofstra zegt, helemaal geen infrastructuur meer aanleggen in dit land, omdat het nooit meer uit kan?"
"nl.proc.ob.d.h-tk-20052006-5203-5248.1.26.3","nl.proc","speech",0.040610876,"2006-06-01","Van der Ham","D66","De heer","mp",2,"commons","Dat weet ik, maar als ik zie hoe er wordt gespeeld, wat de opstelling is en welke keuze de bondscoach van het Noorden heeft gemaakt, moet het mij van het hart dat er toch weinig talent in het team zit. Dan doel ik vooral op de cijfers. De mogelijkheden om er nog uit te komen met een snelle <em>verbinding</em> naar het Noorden over het Zuiderzeelijntraject"
"nl.proc.ob.d.h-tk-20062007-5144-5145.1.6.1","nl.proc","speech",0.040610876,"2007-07-05","Cramer","ChristenUnie","De heer","mp",10,"commons"," dat op deze <em>verbinding</em> stoptreinen en intercity's op dit moment gebruikmaken van hetzelfde spoor, wat leidt tot capaciteits- en punctualiteitsproblemen; overwegende dat de Zaanstreek nog niet is aangesloten op het Amsterdamse metronetwerk; verzoekt de regering, in het kader van de Landelijke markt- en capaciteitsanalyse Spoor voor de"
"nl.proc.ob.d.h-tk-20092010-80-6818.1.7.3","nl.proc","speech",0.040610876,"2010-04-22","Anker","ChristenUnie","De heer","mp",10,"commons","Dan kom ik op het grenstarief. De indieners willen de NS prikkelen door te verplichten, automaten van buitenlandse concurrenten toe te staan. Dat is alleen een oplossing in de grensregio's. Daarom dien ik de volgende motie in. De AnkerKamer, gehoord de beraadslaging, overwegende dat het grenstarief op de <em>verbinding</em> Maastricht-Brussel is geschrapt"
"nl.proc.ob.d.h-tk-20122013-16-20.1.3.1","nl.proc","speech",0.040610876,"2012-10-30","Monasch","PvdA","De heer","mp",13,"commons"," brief staat. Tot slot dien ik daarom de volgende motie in, samen met mijn collega Elias van de VVD. Motie De Kamer, gehoord de beraadslaging, overwegende dat Zeeland en Brabant nu een prima <em>verbinding</em> hebben met België en dat de Kamer meermaals heeft uitgesproken dat naast de Fyra er een goede en goedkope alternatieve <em>verbinding</em> moet blijven tussen"
"nl.proc.ob.d.h-tk-20092010-32-3020.1.10.58","nl.proc","speech",0.040610876,"2009-12-02","Brinkman","PVV","De heer","mp",2,"commons"," wil ik het volgende kwijt. Het kabinet heeft de stekker uit het UAV-project getrokken. De PVV betreurt dit ten zeerste. De PVV ziet namelijk een duidelijke <em>verbinding</em> in de toekomst tussen gebruik van een UAV en een mogelijk volgende generatie gevechtsvliegtuigen. De minister kent deze ontwikkelingen en weet waarover ik het heb. Ik wil van hem"
"nl.proc.ob.d.h-tk-20072008-4717-4722.1.5.2","nl.proc","speech",0.040610876,"2008-03-25","Roemer","SP","De heer","mp",10,"commons"," er reeds verschillende voorstellen bestaan om het openbaar vervoer tussen Almere en Amsterdam te verbeteren, zoals een voorstel van de NS, een voorstel van ProRail en een <em>verbinding</em> door het IJmeer; verzoekt de regering, nog dit jaar met een voorstel te komen hoe het openbaar vervoer tussen Almere en Amsterdam ook voor de lange termijn verbeterd"
"nl.proc.ob.d.h-tk-20102011-18-39.1.6.4","nl.proc","speech",0.040610876,"2010-11-04","Bashir","SP","De heer","mp",9,"commons"," <em>verbinding</em> met Duitsland beperkt is; verzoekt de regering, fors in te zetten op de binnenvaart als modaliteit voor het goederenvervoer, en gaat over tot de orde van de dag. Deze motie is voorgesteld door de leden Bashir en Dijksma. Naar mij blijkt, wordt de indiening ervan voldoende ondersteund. Zij krijgt nr. 15 ( 32404 ). Ik geef het woord aan de heer Aptroot. Ook hij heeft drie minuten spreektijd, inclusief de indiening van moties."
"nl.proc.ob.d.h-tk-20142015-62-3.1.4.3","nl.proc","speech",0.040610876,"2015-03-11","Van Helvert","CDA","De heer","mp",10,"commons","De tweede motie gaat over de N35.  Motie De Kamer,  gehoord de beraadslaging,  constaterende dat de N35 een onveilige weg is;  overwegende dat een goede <em>verbinding</em> tussen de regio's Zwolle en Twente via de N35 van groot economisch belang is;  verzoekt de regering om de ambitie te handhaven om de rijksweg N35 op te waarderen naar een 2x2 stroomweg"
"nl.proc.ob.d.h-tk-20082009-4134-4186.1.16.12","nl.proc","speech",0.040493008,"2009-02-03","Koşer Kaya","D66","Mevrouw","mp",1,"commons","Als ik goed naar de heer De Nerée luister, zegt hij: wij moeten hiermee instemmen omdat de politieke druk van minister Bos te groot is. De minister heeft heel duidelijk aangegeven dat hij er consequenties aan <em>verbindt</em>. Is de heer De Nerée het met mij eens dat er ook andere consequenties aan zijn <em>verbonden</em>, namelijk dat de minister duidelijk moet aangeven waarop wij hem uiteindelijk kunnen afrekenen?"
"nl.proc.ob.d.h-tk-20152016-14-9.1.8.13","nl.proc","speech",0.04020272,"2015-10-14","Recourt","PvdA","De heer","mp",3,"commons",". Het zorgt ervoor dat we veel meer van de paleizen kunnen profiteren dan nu het geval is. Bij het paleis op de Dam is dat deels gelukt, maar het moet ook kunnen bij Noordeinde of Huis ten Bosch. Dat moet kunnen. Overigens mijn waardering voor die eerste stap. Ook op dit punt overweeg ik een motie.  De Partij van de Arbeid wil <em>verbinding</em> tussen"
"nl.proc.ob.d.h-tk-20142015-10-22.1.8.1","nl.proc","speech",0.039790373,"2014-10-07","Recourt","PvdA","De heer","mp",7,"commons","Voorzitter. Solidariteit is de kern van de sociaaldemocratie. De Partij van de Arbeid wil <em>verbinding</em> tussen mensen en betrokkenheid bij elkaar. Wij willen onverschilligheid uitbannen. De koning is hierbij voor ons heel belangrijk. De koning staat voor <em>verbinding</em>. Hij draagt mee dat we in Nederland meer met elkaar gemeen hebben dan we van elkaar"
"nl.proc.ob.d.h-tk-20122013-59-9.1.8.20","nl.proc","speech",0.0389257,"2013-03-07","Madlener","PVV","De heer","mp",2,"commons",". De PVV heeft het altijd al gezegd. Ik vraag het kabinet: geef deze blunder nu eindelijk eens toe! Welke conclusies <em>verbindt</em> de regering hieraan? Wat gaat de regering bijvoorbeeld doen om de openstelling van de arbeidsmarkt voor Roemenen en Bulgaren te voorkomen? Die staat gepland voor 1 januari 2014. De onafhankelijke denktank Migration Watch"
"nl.proc.ob.d.h-tk-20092010-68-5887.1.7.5","nl.proc","speech",0.0389257,"2010-03-25","Halsema","GroenLinks","Mevrouw","mp",2,"commons"," symbool voor zich wijzigende opvattingen onder onze bevolking. Ten tweede noemde ik de tussentijdse ervaring met het eerste landelijke referendum; ik vind dat u dit ook moet laten meewegen in uw oordeel, maar dat doet u niet. Ik vind het problematisch dat u hieraan zulke harde waardeoordelen <em>verbindt</em> terwijl u zegt alleen een vraag te willen"
"nl.proc.ob.d.h-tk-20092010-1097-1103.1.7.2","nl.proc","speech",0.0389257,"2009-10-15","Timmer","PvdA","Mevrouw","mp",12,"commons"," daaraan financiële sancties <em>verbindt</em>; overwegende dat de minister tijdens het algemeen overleg eerstelijnszorg van 30 september 2009 heeft toegezegd om ook medisch specialisten verantwoordelijk te maken voor het doelmatig voorschrijven van geneesmiddelen; overwegende dat het niet logisch is om op het niveau van de eerste lijn een concrete"
"nl.proc.ob.d.h-tk-20122013-56-9.1.17.1","nl.proc","speech",0.0389257,"2013-02-28","Fritsma","PVV","De heer","mp",2,"commons"," rapport en omdat er voor afgelopen vrijdag geen definitieve versie van het rapport bestond, <em>verbindt</em> ook de PVV-fractie er geen conclusies aan. Ten slotte wil ik de heer Monasch en mevrouw Visser van harte feliciteren met hun helderziendheid, omdat zij als een soort Nostradamus weet hadden van een rapport dat in werkelijkheid nog niet bestond."
"nl.proc.ob.d.h-tk-20052006-4296-4321.1.8.5","nl.proc","speech",0.0389257,"2006-04-06","Lambrechts","D66","Mevrouw","mp",2,"commons"," heeft gegeven die niet opgevolgd zijn, daaraan disciplinaire maatregelen <em>verbindt</em>. Sterker: ik zou het haar verweten hebben, in tegenstelling tot wat u volgens mij gaat doen, als zij dat niet had gedaan. Nogmaals, dat is niet genoeg. Ik heb zojuist al een punt genoemd dat ik ook van haar verwacht. Ik doel op de veilige terugkeer, naast een veilige ontvangst. Straks kom ik met nog een punt."
"nl.proc.ob.d.h-tk-20112012-83-9.1.21.1","nl.proc","speech",0.0389257,"2012-05-15","Van Hijum","CDA","De heer","mp",2,"commons"," conclusies het <em>verbindt</em> aan de rechterlijke uitspraak. Wij zien hierin graag bevestigd dat de minister van Sociale Zaken met onmiddellijke ingang stopt met het uitdelen van boetes aan werkgevers en onderwijsinstellingen die in het kader van een reguliere beroepsopleiding een stage aanbieden aan jongeren zonder verblijfsstatus."
"nl.proc.ob.d.h-tk-20062007-4811-4815.1.8.1","nl.proc","speech",0.0389257,"2007-06-28","Madlener","PVV","De heer","mp",2,"commons"," verder af of telecombedrijven met dit wetsvoorstel worden verplicht gesteld om hun tarieven ondubbelzinnig kenbaar te maken. De staatssecretaris zegt in de nota naar aanleiding van het verslag dat de verordening niet alleen de roamingtarieven aan een maximum <em>verbindt</em>, maar tevens beoogt via transparantieverplichtingen meer concurrentie in dit"
"nl.proc.ob.d.h-tk-20072008-903-917.1.13.1","nl.proc","speech",0.0389257,"2007-10-17","Karabulut","SP","Mevrouw","mp",10,"commons","Voorzitter. Het verschil tussen de PvdA en de SP is dat wij niet een paar miljoen willen afromen, maar deze zelfverrijking, deze bonussen en deze perverse prikkels willen afschaffen. De minister noemt dit bedrag van 26 mln. absurd hoog, maar <em>verbindt</em> hieraan verder geen waardeoordeel. Hij durft dus geen waardeoordeel te vellen over een bedrijf dat"
"nl.proc.ob.d.h-tk-20082009-3276-3278.1.5.10","nl.proc","speech",0.0389257,"2008-12-16","Vendrik","GroenLinks","De heer","mp",2,"commons"," daarvan een goed beeld te geven als dat beschikbaar is? Ik geloof dat niet alleen Fortis in Nederland erin gestonken is. Ik wil graag weten wat dat betekent en welke conclusies de minister daaraan <em>verbindt</em>."
"nl.proc.ob.d.h-tk-20112012-105-56.1.7.1","nl.proc","speech",0.0389257,"2012-07-05","Leegte","VVD","De heer","mp",11,"commons","Voorzitter. Wij willen bij biobrandstoffen weg van mais en naar suikerriet. We willen weg van palm en soja en naar reststromen. Dat kan niet als je daar duurzaamheidseisen aan <em>verbindt</em>, maar dat kan wel als je het doet vanwege bijvoorbeeld voedselzekerheid. Zo kun je ook het advies van de landsadvocaat interpreteren. Vandaar de volgende motie"
"nl.proc.ob.d.h-tk-20062007-3412-3415.1.7.1","nl.proc","speech",0.0389257,"2007-04-12","Van Bochove","CDA","De heer","mp",2,"commons"," huurstijging met de inflatie plus 2,5%, die evenwel niet doorgaat waardoor er een meevaller op de begroting ontstaat van 44 mln. Anderzijds is er sprake van een laatste stap in de bezuinigingsoperatie. Als je deze twee dingen op een heldere manier met elkaar <em>verbindt</em>, ontstaat de mogelijkheid om die laatste stap van bezuinigingen niet te zetten. Om die reden heeft de CDA-fractie de motie zoals die zojuist is ingediend door de heer Depla, meeondertekend."
"nl.proc.ob.d.h-tk-20062007-5122-5124.1.5.1","nl.proc","speech",0.0389257,"2007-07-05","Mastwijk","CDA","De heer","mp",8,"commons"," binnen de toepasselijke regelgeving; - de Europese regelgeving (de zogenaamde Fytorichtlijn en de Richtlijn bestrijding aardappelcyste-aaltjes) daartoe onder voorwaarden voldoende mogelijkheden biedt; - de uitleg die de minister van LNV thans aan de genoemde richtlijnen <em>verbindt</em>, een deel van het agrarisch bedrijfsleven onnodig in de problemen brengt"
"nl.proc.ob.d.h-tk-20102011-53-3.1.4.5","nl.proc","speech",0.0389257,"2011-02-16","Paulus Jansen","SP","De heer","mp",1,"commons","<em>Verbindt</em> u nog een termijn aan uw coulante houding?"
"nl.proc.ob.d.h-tk-20082009-5-29.1.7.85","nl.proc","speech",0.0389257,"2008-09-17","Van Geel","CDA","De heer","mp",3,"commons"," lijstje. Zegt de VVD tegen mensen die een woekerpolis hebben afgesloten: dan had u zelf de kleine lettertjes maar moeten lezen, want daar gaan wij niet over? Ik vind dat preventief beleid wel werkt. Voorkomen is vaak beter dan genezen. Voorzitter. Ik wil het nu graag hebben over een onderwerp waarbij de kracht van Nederland zich <em>verbindt</em> met de ambities die voor ons liggen. Dat is de infrastructuur."
"nl.proc.ob.d.h-tk-20082009-5700-5715.1.11.3","nl.proc","speech",0.0389257,"2009-04-02","Jan de Vries","CDA","De heer","mp",2,"commons"," dat hij zich niet medeverantwoordelijk voelt voor dit debacle. Wij hopen dat de raad van toezicht daar ook zo snel mogelijk lering uit trekt en daar ook conclusies aan <em>verbindt</em>. Tijdens het interruptiedebatje heb ik al duidelijk gemaakt hoe de CDA-fractie erover denkt. De zorginstelling Orbis acht zichzelf in staat om de eigen problemen op te"
"nl.proc.ob.d.h-tk-20122013-76-3.1.13.1","nl.proc","speech",0.0389257,"2013-04-17","Zijlstra","VVD","De heer","mp",2,"commons"," goed dat men zich <em>verbindt</em> aan onderwerpen met betrekking tot de WW, het ontslagrecht en de Participatiewet, waarover in dit land jaren, soms decennia, is gesproken. Het verleden van Nederland heeft dat uitgewezen. Ik wijs hiervoor even op de WAO. Wie weet nog wat de invoeringsdatum was van de WAO? 1993? 1992? 1994? Het belangrijkste was dat die hervorming toen werd ingevoerd. Het moet nu gebeuren, met steun van de sociale partners. Ah, meneer Wilders. Dat duurde langer dan ik had gedacht."
"nl.proc.ob.d.h-tk-20132014-13-6.1.4.4","nl.proc","speech",0.0389257,"2013-10-15","Verhoeven","D66","De heer","mp",2,"commons","Het is goed dat de minister oog heeft voor het probleem en het serieus neemt, de evaluatie van de wet bewaarplicht naar de Kamer stuurt en er daadwerkelijk consequenties aan <em>verbindt</em> als bedrijven zich niet aan de wet willen houden Dat is in ieder geval voor een deel bevredigend. Ik heb toch nog één zorg. De manier waarop dit rapport nu naar"
"nl.proc.ob.d.h-tk-20082009-4134-4186.1.21.1","nl.proc","speech",0.0389257,"2009-02-03","Koşer Kaya","D66","Mevrouw","mp",3,"commons"," beslissing moet dan ook verantwoord kunnen worden en de minister moet erop afgerekend kunnen worden. Achteraf toetsen is alleen mogelijk als de minister staat voor zijn beslissing en ons vandaag klip-en-klaar aangeeft waarop wij hem kunnen afrekenen. Ik vraag de minister of hij zijn lot aan deze constructie <em>verbindt</em>. Zo ja, dan heeft hij ook mijn goedkeuring."
"nl.proc.ob.d.h-tk-20082009-4134-4186.1.26.19","nl.proc","speech",0.0389257,"2009-02-03","Koşer Kaya","D66","Mevrouw","mp",1,"commons","En <em>verbindt</em> hij daar dan zijn lot aan?"
